BookAuthor,BookTitle,ISBN,Price,Publisher,YearOfPublication
Agnetha Faltskog,As I Am: Abba Before & Beyond,1852276541,11,Virgin Publishing,1997
AgustÃ­n GarcÃ­a MartÃ­nez,Andar por la Alpujarra (ColecciÃ³n El Buho viajero),8479550309,9,AcciÃ³n Divulgativa,1992
Ahdaf Soueif,Aisha,0747525366,10,Bloomsbury Publishing PLC,1996
Ahmadou Kourouma,Allah muss nicht gerecht sein.,3813501965,10,Knaus,2002
Ahmadou Kourouma,Allah n'est pas obligÃ©: Roman,2020427877,8,Seuil,2000
Ahmed Ali,Al-Qur'an: A Contemporary Translation.,0691074992,8,Princeton University Press,2001
Ahmed Hoke,"'@Large, Vol. 1",1591824117,12,Tokyopop,2003
Aidan Chambers,Booktalk: Occasional Writing on Literature and Children,0060212497,10,Harpercollins Childrens Books,1986
Aileen Schumacher,Affirmative Reaction,0373263554,12,Worldwide Library,2000
Aime Cesaire,A Tempest,0913745405,10,Consortium Book Sales  Dist,1992
Aimee Bender,An Invisible Sign of My Own,0385492235,11,Doubleday Books,2000
Aimee Bender,An Invisible Sign of My Own,0385492243,9,Anchor Books/Doubleday,2001
Aimee Thurlo,Bad Faith: A Sister Agatha Mystery,0312290810,8,St. Martin's Minotaur,2002
Aimee Thurlo,Bad Medicine (Ella Clah),0812564588,12,Forge Books,1998
Aimee Thurlo,"Bearing Gifts (Harlequin Intrigue, No 304)",0373223048,12,Harlequin,1994
Aimee Thurlo,Black Mesa,0373822294,12,Harlequin Books,2000
Aimee Thurlo,Blackening Song (Ella Clah Novels (Paperback)),0812567560,9,Tor Books (Mm),1997
Ainsley Harriott,Ainsley Harriott's Barbecue Bible: Over 120 Sizzling Recipes,056355181X,9,BBC Consumer Publishing,2000
Ainsley Harriott,Ainsley Harriott's Gourmet Express (DK American Original),0789474999,10,DK Publishing Inc,2001
Akbar Behkalam,"Akbar Behkalam: Bewegung und VerÃ¤nderung, Bilder und Zeichnungen, 1976-1986 : Staatliche Kunsthalle Berlin, 2. Januar-8. Februar 1987 : StÃ¤dtische Galerie Schloss Oberhausen, 15. Februar-29. MÃ¤rz 1987 : Museum Bochum, 23. Mai-19. Juli 1987 : Stadt Gale",3875842014,8,"Vertrieb an den Buchhandel, Nicolaische Verlagsbuchhandlung",1987
Ake Edwardson,"Allem, was gestorben war.",3548680542,12,Ullstein TB-Vlg,2003
Akhil Sharma,An Obedient Father,0156012030,9,Harvest Books,2001
Akihiko Yonekawa,Beyond Polite Japanese: A Dictionary of Japanese Slang and Colloquialisms,4770027737,10,Kodansha International (JPN),2001
Akimi Yoshida,Banana Fish (Banana Fish),1569319723,11,Viz Communications,2004
Akimi Yoshida,"Banana Fish, Vol. 1",1569313202,11,VIZ LLC,1999
Akimi Yoshida,"Banana Fish, Vol. 3",1569314381,11,VIZ LLC,1999
Akiva Goldsman,A Beautiful Mind: The Shooting Script,1557045267,12,Newmarket Press,2002
Al  Joanna Lacy,A Time to Love,1568659830,10,Multnomah,1998
Al Diorio,Barbara Stanwyck/Bio,0425077497,9,Berkley Publishing Group,1985
Al Ells,A New Beginning/Daily Devotions for Women Survivors of Sexual Abuse (The Serenity Meditation Series),0840734131,12,Thomas Nelson Inc,1992
Al Franken,AL FRANKEN - LIES and the Lying Liars Who Tell Them,0965800350,11,Dutton,2003
Al Horton,Arranging Cut Flowers (05336),0897210417,9,Meredith Books,1985
Al Jaffee,Al Jaffee Fowls His Nest,0451097416,9,New American Library,1981
Al Jaffee,Al Jaffee's Mad Inventions,0446346284,9,Warner Books,1990
Al Lacy,A Prince Among Them (Shadow of Liberty Series 3),1576738809,12,Multnomah,2002
Al Lacy,A Time To Love (Mail Order Bride),1576732843,12,Multnomah,1998
Al Lacy,Beloved Enemy (Battles of Destiny Series),0880706260,10,Multnomah,1994
Al Purdy,A Splinter in the Heart,0771071957,11,Emblem Editions,2001
Al Ries,Bottom-Up Marketing,0070527334,10,McGraw-Hill,1988
Al Sarrantino,100 Hair Raising Little Horror Stories,1566199239,13,Barnes Noble,1993
Al Sarrantonio,100 Hair Raising Little Horror Stories,1566190568,9,Barnes Noble Books,1993
Al Sarrantonio,999: New Stories of Horror and Suspense,0340748613,13,Hodder  Stoughton General Division,1999
Al Sarrantonio,999: New Stories of Horror and Suspense,0380977400,10,William Morrow  Company,1999
Al Sarrantonio,999: Twenty-nine Original Tales of Horror and Suspense,0380805189,8,Perennial,2001
Al Sarrantonio,Boy W/Penny Eyes,0812525604,8,Tor Books,1987
Al Sharpton,Al on America,0758203519,9,Dafina,2003
Al Williams,"Active Server Pages Solutions: An Essential Guide for Dynamic, Interactive Web Site Development",157610608X,13,Coriolis Group Books,2000
Al. Fischer,Arizona Cook Book,0914846000,8,Golden West Publishers (AZ),1974
Alain Nadaud,Auguste fulminant: Roman,2246554012,12,B. Grasset,1997
Alan  Axelrod,201 Ways to Deal With Difficult People (Quick-Tip Survival Guides),0070062188,8,McGraw-Hill/Contemporary Books,1997
Alan  Simon,90 Days to the Data Mart,0471251941,12,Wiley,1998
Alan Ball,American Beauty: The Shooting Script (Newmarket Shooting Scripts),155704404X,9,Newmarket Press,1999
Alan Benjamin,A Treasury of Baby Names,0451169441,12,Signet Book,1991
Alan Brennert,Batman: Holy Terror (Batman (DC Comics Paperback)),1563890186,13,DC Comics,1991
Alan Brown,Audrey Hepburns Neck,0671526723,9,Pocket,1997
Alan Brown,Audrey Hepburn's Neck: A Novel,0671526715,12,Pocket Books,1996
Alan Chedzoy,A scandalous woman: The story of Caroline Norton,0850318386,12,Allison  Busby,1992
Alan Clark,Barbarossa,0688042686,8,Perennial,1985
Alan Clayson,Backbeat: Stuart Sutcliffe: The Lost Beatle,0330335804,13,Trans-Atlantic Publications,1994
Alan Cooper,About Face: The Essentials of User Interface Design,1568843224,8,John Wiley  Sons,1995
Alan Coren,Arthur the Kid,055315169X,12,Yearling Books,1984
Alan Coren,Arthur's Last Stand,0316157422,9,Little Brown  Co,1979
Alan Coren,Arthur's Last Stand (The Arthur Books),0860510271,12,Robson Books Ltd,1978
Alan Davis,American Fiction: The Best Unpublished Stories by Emerging Writers (Vol 8),0898231728,9,New Rivers Press,1996
Alan Dean Foster,"A Triumph of Souls (Foster, Alan Dean, Journeys of the Catechist, Bk. 3.)",044652218X,8,Aspect,2000
Alan Dean Foster,"A Triumph of Souls (Journeys of the Catechist, Book 3)",0446609307,10,Aspect,2001
Alan Dean Foster,Alien 3: The Novelization,0446362166,9,Warner Books,1992
Alan Dean Foster,Alien Nation,0446352640,11,Warner Books,1988
Alan Dean Foster,Alien: A Novel,0446328782,8,Warner Books,1986
Alan Dean Foster,Alien: A Novel,0446829773,10,Warner Books,1979
Alan Dean Foster,Aliens: A Novelization,0446301396,9,Warner Books,1986
Alan Dean Foster,Betcha Can't Read Just One,0441248837,11,Ace Books,1993
Alan Dean Foster,Bloodhype (Bloodhype),0345332857,12,Del Rey Books,1991
ALAN DEUTSCHMAN,"A Tale of Two Valleys : Wine, Wealth and the Battle for the Good Life in Napa and Sonoma",0767907043,11,Broadway,2004
Alan Duff,Alan Duff's Maori heroes,186941425X,11,Random House New Zealand,2000
Alan Durband,A Midsummer Night's Dream: Original Text & Modern Verse (Shakespeare Made Easy Series),0748702784,12,Trans-Atlantic Publications,1995
Alan Dyer,Astronomia: Guia Del Cielo Nocturno,8480764139,11,Blume,2004
Alan Epstein,As the Romans Do: An American Family's Italian Odyssey,006093395X,11,Perennial,2001
Alan Epstein,"As the Romans Do: The Delights, Dramas, and Daily Diversions of Life in the Eternal City",0688172725,11,William Morrow  Company,2000
Alan Fields,"Baby Bargains: Secrets to Saving 20% to 50% on Baby Furniture, Equipment, Clothes, Toys, Maternity Wear and Much, Much More!",1889392146,12,Windsor Peak Press,2003
ALAN FURST,Blood of Victory : A Novel,0375505741,10,Random House,2002
ALAN FURST,Blood of Victory: A Novel,0812968727,8,Random House Trade,2003
Alan Garner,A Bag of Moonshine,0007127901,11,Collins Voyager,2002
Alan Goodman,"A SLASH IN THE NIGHT THE MYSTERY FILES OF SHELBY WOO 1 (Mystery Files of Shelby Woo , No 1)",0671011537,12,Aladdin,1997
Alan Gordon,A Death in the Venetian Quarter: A Medieval Mystery (Medieval Mysteries (Hardcover)),0312242670,10,St. Martin's Minotaur,2002
Alan Gordon,An Antic Disposition : A Medieval Mystery,0312300964,9,St. Martin's Minotaur,2004
Alan Gornick,Basics of Radio Control Sailplanes,0911295097,11,Air Age,1989
Alan Grant,Batman and Robin,0316176923,11,Little Brown  Co (Jp),1997
Alan Grant,Batman Forever,0316324183,10,Little Brown  Co (Jp),1995
Alan Griffiths,Applied Economics: An Introductory Course,0582025036,13,Addison-Wesley Pub Co (Sd),1989
Alan Hruska,BORROWED TIME,0671559737,11,Baen,1985
Alan John Percivale Taylor,"Bismarck, the Man and the Statesman",0394703871,9,Vintage Books USA,1975
Alan Judd,A Breed of Heroes,0006164587,10,HarperCollins Publishers,1988
Alan Lavine,50 Ways to Mutual Fund Profits,1557388865,12,Irwin Professional Publishing,1995
Alan LeMond,"Bravo, Baryshnikov!",0448163888,11,Grosset  Dunlap,1978
Alan Licht,An Emotional Memoir of Martha Quinn,0965618331,13,Drag City,2000
Alan Lightman,Ancient Light: Our Changing View of the Universe,0674033639,10,Harvard University Press,1993
Alan M. Beck,Between Pets and People: The Importance of Animal Companionship,1557530777,11,Purdue University Press,1996
Alan Mackay,313 Days to Christmas: A Human Record of War and Imprisonment,1874640742,10,Argyll Publishing,1998
Alan Moore,A Small Killing,1592910092,8,Avatar Press,2003
Alan Moore,Alan Moore's Writing for Comics,1592910122,13,Avatar Press,2003
Alan Moore,Another Suburban Romance,1592910076,13,Avatar Press,2003
Alan Moore,Batman: The Killing Joke (Batman (DC Comics Paperback)),0930289455,10,DC Comics,1995
ALAN OKEN,Alan Oken's Complete Guide to Astrology,0553345370,9,Bantam,1988
Alan P.F. Sell,Aspects of Christian Integrity,0664252451,12,Presbyterian Pub Corp,1991
Alan Parry,Bear's First Bible,084997688X,11,Thomas Nelson,2001
Alan Paton,Ah but Your Land Is Beautiful,0684173360,10,Scribner Book Company,1982
Alan Paton,Ah but Your Land Is Beautiful,0684178303,9,Simon Schuster Trade,1983
Alan Powers,Birdtalk: Conversations with Birds,1583940650,10,North Atlantic Books,2002
Alan Prior,A Cast of Stars,0030619432,12,Henry Holt  Co,1983
Alan R. Neibauer,Access 97 for Busy People: The Book to Use When There's No Time to Lose! (Busy People Series),0078822815,12,McGraw-Hill Osborne Media,1997
Alan R. Velie,American Indian Literature: An Anthology,0806123451,12,University of Oklahoma Press,1999
Alan R. Wilson,Before the Flood: A Novel,1896951120,12,Cormorant Books,1999
Alan Rabinowitz,Beyond the Last Village: A Journey of Discovery in Asia's Forbidden Wilderness,1559637994,9,Shearwater Books,2001
Alan Rodgers,Blood of the Children,0553283359,9,Bantam Books,1992
Alan Sheridan,Andre Gide: A Life in the Present,0674003934,12,Harvard University Press,2000
Alan Sillitoe,Birthday,0007108834,9,Harpercollins Uk,2002
Alan Taylor,American Colonies (The Penguin History of the United States),0142002100,12,Penguin Books,2002
Alan Taylor,"American Colonies (The Penguin History of the United States, 1)",0670872822,12,Viking Books,2001
Alan Ternes,"Ants, Indians, and little dinosaurs",0684143127,13,Scribner,1975
Alan Titchmarsh,Animal Instincts,0671037382,11,Simon  Schuster (Trade Division),2001
Alan Titchmarsh,Animal Instincts : A Novel,0743224078,11,Simon  Schuster UK,2001
Alan W. Bock,Ambush at Ruby Ridge: How Government Agents Set Randy Weaver Up and Took His Family Down,0425157296,10,Berkley Publishing Group,1996
Alan Watts,Become What You Are (Shambhala Pocket Classics),1570620911,9,Random House,1995
Alan Weisman,An Echo in My Blood: The Search for My Family's Hidden Past,0151002916,9,Harcourt,1999
Alan Wilson Watts,Behold the Spirit; A Study in the Necessity of Mystical Religion,0394717619,13,Vintage Books USA,1972
Alan Wilson Watts,Beyond Theology: The Art of Godmanship,0394719239,12,Random House Trade,1973
Alana Clayton,A Devilish Husband (Zebra Regency Romance),0821771000,9,Kensington Publishing Corporation,2001
Alana Clayton,A June Courtship,0821746057,12,Zebra Books,1994
Alana Clayton,A Spirited Romance (Zebra Regency Romance),0821771027,12,Zebra Books,2002
Alana Wilcox,A Grammar of Endings,1551280868,8,Mercury Press (Canada),2000
Alan-Dean Foster,Alien 3,2290032948,8,J'ai lu,1999
Alane Mark,An Ethical Man (Academy Mystery),0897332237,13,Academy Chicago Publishers,1987
Alanna Jones,"104 Activities That Build: Self-esteem, Teamwork, Communication, Anger Management, Self-discovery, and Coping Skills",0966234138,8,Rec Room Publishing,1998
Alanna Knight,A drink for the bridge: A novel of the Tay Bridge disaster,0333185153,10,Macmillan,1976
Alanna Nash,Behind Closed Doors: Talking With the Legends of Country Music,0679721029,8,Random House Inc,1988
Alaska Geographic Editors,"Adventure Roads North: The Story of the Alaska Highway and Other Roads in the Milepost, Number 1, 1983 (Alaska Geographic)",0882401718,11,Graphic Arts Center Pub Co,1983
Alaska Magazine,"Alaska Magazine's Cabin Cookbook: Over 130 Favorite North Country Recipes That Tell How to Cook with Wild Game, Fish, Fowl, and Native Plants",0899091865,10,Alaska Publishing Properties,1988
Alastair Brotchie,A Book of Surrealist Games,1570620849,9,Shambhala,1995
Alastair Duncan,Art Nouveau and Art Deco Bookbinding: French Masterpieces 1880-1940,0810918811,13,Harry N Abrams Inc,1989
Alastair MacNeill,"Alistair MacLean's \Red Alert\""""",0006178499,12,Fontana Press,1991
Alastair MacNeill,Alistair Maclean's Code Breaker,0061009849,12,Harper Mass Market Paperbacks (Mm),1996
Alastair MacNeill,Alistair Maclean's Death Train,0449217485,12,Fawcett Books,1989
Alastair MacNeill,Alistair Maclean's Red Alert,0449218961,8,Fawcett Books,1992
Alastair MacNeill,Alistair MacLean's Rendezvous. Roman,3453871049,9,Heyne,2003
Alastair Reynolds,Absolution Gap,0441011586,9,Ace Books,2004
Alastair Sawday,Alastair Sawday's Special Places to Stay in Britain (Alastair Sawday's Special Places to Stay),1901970000,9,St Martins Pr,1998
Alastair Smith,Amazing Facts (Hotshots Series),0746027850,8,E.D.C. Publishing,1997
Albert A. Bell Jr.,All Roads Lead to Murder: A Case from the Notebooks of Pliny the Younger,097130453X,9,High Country Publishers,2002
Albert B. Facey,A Fortunate Life,0140062254,9,Penguin Books Ltd,1982
Albert C. Baugh,A History of the English Language,0415050731,11,Taylor  Francis Books Ltd,1978
Albert Camus,A Happy Death (His Cahier 1),0394718658,9,Random House,1973
Albert Cohen,Belle Du Seigneur,067082187X,11,Viking Books,1996
Albert Cohen,Belle Du Seigneur,2070269175,12,Gallimard,2000
Albert Cohen,Belle Du Seigneur,2070404021,10,Distribooks Int'l+inc,2000
Albert Croll Baugh,A History of the English Language,0133892395,10,Prentice-Hall,1978
Albert E Bartz,Basic statistical concepts,0808740415,10,Burgess Pub. Co,1981
Albert Einstein,Albert Einstein: Out of My Later Years,0517093804,12,Gramercy,1993
Albert Einstein,Bite-Size Einstein: Quotations on Just About Everything from the Greatest Mind of the Twentieth Century,0312145519,10,St. Martin's Press,1996
Albert Ellis,A Guide to Rational Living,0879800429,13,Wilshire Book Company,1975
Albert French,Billy,0140179089,11,Penguin Books,1995
Albert French,Billy,0670850136,9,Penguin USA,1993
Albert Furtwangler,Acts of Discovery: Visions of America in the Lewis and Clark Journals,0252063066,12,University of Illinois Press,1999
Albert Furtwangler,Answering Chief Seattle,0295976330,10,University of Washington Press,1997
Albert Habib Hourani,A History of the Arab Peoples,0674395654,8,Harvard University Press,1991
Albert Hourani,A History of the Arab Peoples,0571215912,10,Faber and Faber Ltd,2002
Albert Hourani,A History of the Arab Peoples: Second Edition,0674010175,11,Harvard University Press,2003
Albert Hourani,Arabic Thought in the Liberal Age 1798-1939,0521274230,10,Cambridge University Press,1983
Albert Meltzer,Anarchism: Arguments For and Against,1873176570,10,AK Press,2000
Albert Memmi,Agar,2070375846,10,Gallimard,1984
Albert Murfy,Anyone Can Draw (An Armada Original),0006917437,11,HarperCollins Publishers,1987
Albert N. Greco,"Book Publishing Industry, The: (Part of the Allyn & Bacon Series in Mass Communication)",0205261000,11,Allyn  Bacon,1996
Albert Nevins,A Saint for Your Name: Girls,0879733217,9,Our Sunday Visitor,1980
Albert Uderzo,"Asterix and Obelix All at Sea (Uderzo. Asterix Adventure, 30.)",0752847783,9,Orion,2002
Albert Uderzo,Asterix and Son (Asterix (Orion Paperback)),0752847759,11,Orion,2002
Albert Uderzo,Asterix and the Actress,0752846582,9,Orion,2002
Albert Uderzo,Asterix and the Black Gold (Asterix (Orion Paperback)),0752847740,12,Orion,2002
Albert Uderzo,Asterix and the Great Divide (Asterix (Orion Paperback)),0752847732,10,Orion,2002
Albert Uderzo,"Asterix and the Secret Weapon (Uderzo. Asterix Adventure, 29.)",0752847775,12,Orion,2002
Albert Uderzo,"Asterix Mundart Geb, Bd.15, Zoff im Pott",3770422503,11,Egmont Ehapa,1998
Albert Uderzo,"Asterix Mundart Geb, Bd.20, Die Platte Jottweedee",3770422554,10,Egmont Ehapa,1998
Alberta Montana,"Alberta-Montana Discovery Guide : Museums, Parks, & Historic Sites (Montana Historical Society Guide)",077321240X,9,Montana Historical Society,1997
Alberta Turner,45 Contemporary Poems: The Creative Process (Longman English and Humanities Series),0582284430,8,Longman Publishing Group,1985
Alberto Bevilacqua,Anima amante: Romanzo (I Libri di Alberto Bevilacqua),8804410140,9,Mondadori,1996
Alberto Manguel,A History of Reading,0140166548,8,Penguin Books,1997
Alberto Manguel,A History of Reading,0670843024,12,Viking Books,1996
Alberto Manguel,Black Water 2: More Tales of the Fantastic,0517575590,10,Clarkson N Potter Publishers,1990
Alberto Manguel,Black Water: The Book of Fantastic Literature,0517552698,11,Clarkson N Potter Publishers,1984
Alberto Moravia,Agostino,8481300136,10,Unidad Editorial,2001
Alberto VÃ¡zquez-Figueroa,Arena y viento (Los Jet de Plaza & JanÃ©s),8401490693,12,Plaza  JanÃ©s Editores,1992
Alberto VÃ¡zquez-Figueroa,Bora Bora (Exitos),8401325358,10,Plaza  JanÃ©s Editores,1993
Albrecht Folsing,Albert Einstein: A Biography,0140237194,10,Penguin Books,1998
Alcoholics Anonymous,Alcoholics Anonymous: The Story of How Many Thousands of Men and Women Have Recovered from Alcoholism,0916856186,8,Alcoholics Anonymous World Services,1986
Alcoholics Anonymous World Service,12 Steps and 12 Traditions,0916856291,10,Hazelden Publishing  Educational Services,1981
Alcoholics Anonymous World Service,Alcoholics Anonymous (2130),0916856593,8,Hazelden,1976
Alcoholics Anonymous World Service,Alcoholics Anonymous Comes of Age: A Brief History of A. A.,091685602X,10,Alcoholics Anonymous World Services,1957
Alda Ellis,A Mother So Dear,1565078209,12,Harvest House Publishers,1998
Alda Jangl,Ancient Legends of Gems and Jewels,0942647009,12,Not Avail,1987
Alden R. Carter,Between a Rock and a Hard Place (Point Signature),0590374869,9,Scholastic,1999
Aldo Busi,"Altri abusi: Viaggi, sonnambulismi e giri dell'oca (Scrittori del Novecento)",880438025X,11,A. Mondadori,1994
Aldo Carotenuto,A Secret Symmetry: Sabrina Spielrein Between Jung and Freud,0394722957,13,Granite Impex Ltd,1984
Aldo Leopold,A Sand County Almanac (Outdoor Essays & Reflections),0345345053,10,Ballantine Books,1990
